UniProt_id,Reactome_id,URL,Description,Evidence Code,Species
P16104,R-HSA-5250924,https://reactome.org/PathwayBrowser/#/R-HSA-5250924,B-WICH complex positively regulates rRNA expression,TAS,Homo sapiens
P16104,R-HSA-5334118,https://reactome.org/PathwayBrowser/#/R-HSA-5334118,DNA methylation,IEA,Homo sapiens
P16104,R-HSA-5578749,https://reactome.org/PathwayBrowser/#/R-HSA-5578749,Transcriptional regulation by small RNAs,TAS,Homo sapiens
P16104,R-HSA-5617472,https://reactome.org/PathwayBrowser/#/R-HSA-5617472,Activation of anterior HOX genes in hindbrain development during early embryogenesis,IEA,Homo sapiens
P16104,R-HSA-5625886,https://reactome.org/PathwayBrowser/#/R-HSA-5625886,Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3,TAS,Homo sapiens
P16104,R-HSA-5693565,https://reactome.org/PathwayBrowser/#/R-HSA-5693565,Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks,TAS,Homo sapiens
P16104,R-HSA-5693571,https://reactome.org/PathwayBrowser/#/R-HSA-5693571,Nonhomologous End-Joining (NHEJ),TAS,Homo sapiens
P16104,R-HSA-5693607,https://reactome.org/PathwayBrowser/#/R-HSA-5693607,Processing of DNA double-strand break ends,TAS,Homo sapiens
P16104,R-HSA-606279,https://reactome.org/PathwayBrowser/#/R-HSA-606279,Deposition of new CENPA-containing nucleosomes at the centromere,TAS,Homo sapiens
P16104,R-HSA-68616,https://reactome.org/PathwayBrowser/#/R-HSA-68616,Assembly of the ORC complex at the origin of replication,TAS,Homo sapiens
P16104,R-HSA-69473,https://reactome.org/PathwayBrowser/#/R-HSA-69473,G2/M DNA damage checkpoint,TAS,Homo sapiens
P16104,R-HSA-73728,https://reactome.org/PathwayBrowser/#/R-HSA-73728,RNA Polymerase I Promoter Opening,TAS,Homo sapiens
P16104,R-HSA-73772,https://reactome.org/PathwayBrowser/#/R-HSA-73772,RNA Polymerase I Promoter Escape,TAS,Homo sapiens
P16104,R-HSA-8936459,https://reactome.org/PathwayBrowser/#/R-HSA-8936459,RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function,TAS,Homo sapiens
P16104,R-HSA-8939236,https://reactome.org/PathwayBrowser/#/R-HSA-8939236,RUNX1 regulates transcription of genes involved in differentiation of HSCs,IEA,Homo sapiens
P16104,R-HSA-9018519,https://reactome.org/PathwayBrowser/#/R-HSA-9018519,Estrogen-dependent gene expression,TAS,Homo sapiens
P16104,R-HSA-912446,https://reactome.org/PathwayBrowser/#/R-HSA-912446,Meiotic recombination,IEA,Homo sapiens
P16104,R-HSA-9616222,https://reactome.org/PathwayBrowser/#/R-HSA-9616222,Transcriptional regulation of granulopoiesis,IEA,Homo sapiens
P16104,R-HSA-9670095,https://reactome.org/PathwayBrowser/#/R-HSA-9670095,Inhibition of DNA recombination at telomere,TAS,Homo sapiens
P16104,R-HSA-9710421,https://reactome.org/PathwayBrowser/#/R-HSA-9710421,Defective pyroptosis,TAS,Homo sapiens
P16104,R-HSA-977225,https://reactome.org/PathwayBrowser/#/R-HSA-977225,Amyloid fiber formation,TAS,Homo sapiens
P16109,R-HSA-114608,https://reactome.org/PathwayBrowser/#/R-HSA-114608,Platelet degranulation ,TAS,Homo sapiens
P16109,R-HSA-202733,https://reactome.org/PathwayBrowser/#/R-HSA-202733,Cell surface interactions at the vascular wall,TAS,Homo sapiens
P16152,R-HSA-2162123,https://reactome.org/PathwayBrowser/#/R-HSA-2162123,Synthesis of Prostaglandins (PG) and Thromboxanes (TX),TAS,Homo sapiens
P16219,R-HSA-77350,https://reactome.org/PathwayBrowser/#/R-HSA-77350,Beta oxidation of hexanoyl-CoA to butanoyl-CoA,TAS,Homo sapiens
P16219,R-HSA-77352,https://reactome.org/PathwayBrowser/#/R-HSA-77352,Beta oxidation of butanoyl-CoA to acetyl-CoA,TAS,Homo sapiens
P16671,R-HSA-114608,https://reactome.org/PathwayBrowser/#/R-HSA-114608,Platelet degranulation ,TAS,Homo sapiens
P16671,R-HSA-1236973,https://reactome.org/PathwayBrowser/#/R-HSA-1236973,Cross-presentation of particulate exogenous antigens (phagosomes),TAS,Homo sapiens
P16671,R-HSA-1236974,https://reactome.org/PathwayBrowser/#/R-HSA-1236974,ER-Phagosome pathway,TAS,Homo sapiens
P16671,R-HSA-166058,https://reactome.org/PathwayBrowser/#/R-HSA-166058,MyD88:MAL(TIRAP) cascade initiated on plasma membrane,TAS,Homo sapiens
P16671,R-HSA-168188,https://reactome.org/PathwayBrowser/#/R-HSA-168188,Toll Like Receptor TLR6:TLR2 Cascade,TAS,Homo sapiens
P16671,R-HSA-1989781,https://reactome.org/PathwayBrowser/#/R-HSA-1989781,PPARA activates gene expression,TAS,Homo sapiens
P16671,R-HSA-3000471,https://reactome.org/PathwayBrowser/#/R-HSA-3000471,Scavenging by Class B Receptors,IEA,Homo sapiens
P16671,R-HSA-3000471,https://reactome.org/PathwayBrowser/#/R-HSA-3000471,Scavenging by Class B Receptors,TAS,Homo sapiens
P16671,R-HSA-381340,https://reactome.org/PathwayBrowser/#/R-HSA-381340,Transcriptional regulation of white adipocyte differentiation,TAS,Homo sapiens
P16671,R-HSA-434313,https://reactome.org/PathwayBrowser/#/R-HSA-434313,Intracellular metabolism of fatty acids regulates insulin secretion,TAS,Homo sapiens
P16671,R-HSA-5602498,https://reactome.org/PathwayBrowser/#/R-HSA-5602498,MyD88 deficiency (TLR2/4),TAS,Homo sapiens
P16671,R-HSA-5603041,https://reactome.org/PathwayBrowser/#/R-HSA-5603041,IRAK4 deficiency (TLR2/4),TAS,Homo sapiens
P16671,R-HSA-5686938,https://reactome.org/PathwayBrowser/#/R-HSA-5686938,Regulation of TLR by endogenous ligand,TAS,Homo sapiens
P16671,R-HSA-6785807,https://reactome.org/PathwayBrowser/#/R-HSA-6785807,Interleukin-4 and Interleukin-13 signaling,TAS,Homo sapiens
P16671,R-HSA-6798695,https://reactome.org/PathwayBrowser/#/R-HSA-6798695,Neutrophil degranulation,TAS,Homo sapiens
P16930,R-HSA-8963684,https://reactome.org/PathwayBrowser/#/R-HSA-8963684,Tyrosine catabolism,TAS,Homo sapiens
P17066,R-HSA-3371453,https://reactome.org/PathwayBrowser/#/R-HSA-3371453,Regulation of HSF1-mediated heat shock response,TAS,Homo sapiens
P17066,R-HSA-6798695,https://reactome.org/PathwayBrowser/#/R-HSA-6798695,Neutrophil degranulation,TAS,Homo sapiens
P17174,R-HSA-1237112,https://reactome.org/PathwayBrowser/#/R-HSA-1237112,Methionine salvage pathway,IEA,Homo sapiens
P17174,R-HSA-70263,https://reactome.org/PathwayBrowser/#/R-HSA-70263,Gluconeogenesis,TAS,Homo sapiens
P17174,R-HSA-8963693,https://reactome.org/PathwayBrowser/#/R-HSA-8963693,Aspartate and asparagine metabolism,TAS,Homo sapiens
P17516,R-HSA-193368,https://reactome.org/PathwayBrowser/#/R-HSA-193368,Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol,TAS,Homo sapiens
P17516,R-HSA-193775,https://reactome.org/PathwayBrowser/#/R-HSA-193775,Synthesis of bile acids and bile salts via 24-hydroxycholesterol,TAS,Homo sapiens
P17516,R-HSA-193807,https://reactome.org/PathwayBrowser/#/R-HSA-193807,Synthesis of bile acids and bile salts via 27-hydroxycholesterol,TAS,Homo sapiens
P17516,R-HSA-975634,https://reactome.org/PathwayBrowser/#/R-HSA-975634,Retinoid metabolism and transport,TAS,Homo sapiens
P17538,R-HSA-1592389,https://reactome.org/PathwayBrowser/#/R-HSA-1592389,Activation of Matrix Metalloproteinases,TAS,Homo sapiens
P17538,R-HSA-9758881,https://reactome.org/PathwayBrowser/#/R-HSA-9758881,Uptake of dietary cobalamins into enterocytes,TAS,Homo sapiens
P17693,R-HSA-1236974,https://reactome.org/PathwayBrowser/#/R-HSA-1236974,ER-Phagosome pathway,TAS,Homo sapiens
P17693,R-HSA-1236974,https://reactome.org/PathwayBrowser/#/R-HSA-1236974,ER-Phagosome pathway,IEA,Homo sapiens
P17693,R-HSA-1236977,https://reactome.org/PathwayBrowser/#/R-HSA-1236977,Endosomal/Vacuolar pathway,TAS,Homo sapiens
P17693,R-HSA-198933,https://reactome.org/PathwayBrowser/#/R-HSA-198933,Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell,TAS,Homo sapiens
P17693,R-HSA-877300,https://reactome.org/PathwayBrowser/#/R-HSA-877300,Interferon gamma signaling,TAS,Homo sapiens
P17693,R-HSA-909733,https://reactome.org/PathwayBrowser/#/R-HSA-909733,Interferon alpha/beta signaling,TAS,Homo sapiens
P17693,R-HSA-9705671,https://reactome.org/PathwayBrowser/#/R-HSA-9705671,SARS-CoV-2 activates/modulates innate and adaptive immune responses,TAS,Homo sapiens
P17693,R-HSA-983170,https://reactome.org/PathwayBrowser/#/R-HSA-983170,"Antigen Presentation: Folding, assembly and peptide loading of class I MHC",TAS,Homo sapiens
P17693,R-HSA-983170,https://reactome.org/PathwayBrowser/#/R-HSA-983170,"Antigen Presentation: Folding, assembly and peptide loading of class I MHC",IEA,Homo sapiens
P17858,R-HSA-6798695,https://reactome.org/PathwayBrowser/#/R-HSA-6798695,Neutrophil degranulation,TAS,Homo sapiens
P17858,R-HSA-70171,https://reactome.org/PathwayBrowser/#/R-HSA-70171,Glycolysis,TAS,Homo sapiens
P17900,R-HSA-1660662,https://reactome.org/PathwayBrowser/#/R-HSA-1660662,Glycosphingolipid metabolism,TAS,Homo sapiens
P17900,R-HSA-6798695,https://reactome.org/PathwayBrowser/#/R-HSA-6798695,Neutrophil degranulation,TAS,Homo sapiens
P17936,R-HSA-381426,https://reactome.org/PathwayBrowser/#/R-HSA-381426,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),TAS,Homo sapiens
P17936,R-HSA-6803211,https://reactome.org/PathwayBrowser/#/R-HSA-6803211,TP53 Regulates Transcription of Death Receptors and Ligands,TAS,Homo sapiens
P17936,R-HSA-8957275,https://reactome.org/PathwayBrowser/#/R-HSA-8957275,Post-translational protein phosphorylation,TAS,Homo sapiens
P18065,R-HSA-381426,https://reactome.org/PathwayBrowser/#/R-HSA-381426,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),TAS,Homo sapiens
P18206,R-HSA-114608,https://reactome.org/PathwayBrowser/#/R-HSA-114608,Platelet degranulation ,TAS,Homo sapiens
P18206,R-HSA-445355,https://reactome.org/PathwayBrowser/#/R-HSA-445355,Smooth Muscle Contraction,TAS,Homo sapiens
P18206,R-HSA-5674135,https://reactome.org/PathwayBrowser/#/R-HSA-5674135,MAP2K and MAPK activation,TAS,Homo sapiens
P18206,R-HSA-6798695,https://reactome.org/PathwayBrowser/#/R-HSA-6798695,Neutrophil degranulation,TAS,Homo sapiens
P18206,R-HSA-6802946,https://reactome.org/PathwayBrowser/#/R-HSA-6802946,Signaling by moderate kinase activity BRAF mutants,TAS,Homo sapiens
P18206,R-HSA-6802948,https://reactome.org/PathwayBrowser/#/R-HSA-6802948,Signaling by high-kinase activity BRAF mutants,TAS,Homo sapiens
P18206,R-HSA-6802952,https://reactome.org/PathwayBrowser/#/R-HSA-6802952,Signaling by BRAF and RAF1 fusions,TAS,Homo sapiens
P18206,R-HSA-6802955,https://reactome.org/PathwayBrowser/#/R-HSA-6802955,Paradoxical activation of RAF signaling by kinase inactive BRAF,TAS,Homo sapiens
P18206,R-HSA-9649948,https://reactome.org/PathwayBrowser/#/R-HSA-9649948,Signaling downstream of RAS mutants,TAS,Homo sapiens
P18206,R-HSA-9656223,https://reactome.org/PathwayBrowser/#/R-HSA-9656223,Signaling by RAF1 mutants,TAS,Homo sapiens
P18206,R-HSA-9725370,https://reactome.org/PathwayBrowser/#/R-HSA-9725370,Signaling by ALK fusions and activated point mutants,TAS,Homo sapiens
P18428,R-HSA-166016,https://reactome.org/PathwayBrowser/#/R-HSA-166016,Toll Like Receptor 4 (TLR4) Cascade,TAS,Homo sapiens
P18428,R-HSA-166020,https://reactome.org/PathwayBrowser/#/R-HSA-166020,Transfer of LPS from LBP carrier to CD14,TAS,Homo sapiens
P18428,R-HSA-5686938,https://reactome.org/PathwayBrowser/#/R-HSA-5686938,Regulation of TLR by endogenous ligand,TAS,Homo sapiens
P18428,R-HSA-6785807,https://reactome.org/PathwayBrowser/#/R-HSA-6785807,Interleukin-4 and Interleukin-13 signaling,TAS,Homo sapiens
P18462,R-HSA-1236974,https://reactome.org/PathwayBrowser/#/R-HSA-1236974,ER-Phagosome pathway,TAS,Homo sapiens
P18462,R-HSA-1236974,https://reactome.org/PathwayBrowser/#/R-HSA-1236974,ER-Phagosome pathway,IEA,Homo sapiens
P18462,R-HSA-1236977,https://reactome.org/PathwayBrowser/#/R-HSA-1236977,Endosomal/Vacuolar pathway,TAS,Homo sapiens
P18462,R-HSA-198933,https://reactome.org/PathwayBrowser/#/R-HSA-198933,Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell,TAS,Homo sapiens
P18462,R-HSA-877300,https://reactome.org/PathwayBrowser/#/R-HSA-877300,Interferon gamma signaling,TAS,Homo sapiens
P18462,R-HSA-909733,https://reactome.org/PathwayBrowser/#/R-HSA-909733,Interferon alpha/beta signaling,TAS,Homo sapiens
P18462,R-HSA-9705671,https://reactome.org/PathwayBrowser/#/R-HSA-9705671,SARS-CoV-2 activates/modulates innate and adaptive immune responses,TAS,Homo sapiens
P18462,R-HSA-983170,https://reactome.org/PathwayBrowser/#/R-HSA-983170,"Antigen Presentation: Folding, assembly and peptide loading of class I MHC",TAS,Homo sapiens
P18462,R-HSA-983170,https://reactome.org/PathwayBrowser/#/R-HSA-983170,"Antigen Presentation: Folding, assembly and peptide loading of class I MHC",IEA,Homo sapiens
P18669,R-HSA-6798695,https://reactome.org/PathwayBrowser/#/R-HSA-6798695,Neutrophil degranulation,TAS,Homo sapiens
P18669,R-HSA-70171,https://reactome.org/PathwayBrowser/#/R-HSA-70171,Glycolysis,TAS,Homo sapiens
P18669,R-HSA-70263,https://reactome.org/PathwayBrowser/#/R-HSA-70263,Gluconeogenesis,TAS,Homo sapiens
P18827,R-HSA-1971475,https://reactome.org/PathwayBrowser/#/R-HSA-1971475,A tetrasaccharide linker sequence is required for GAG synthesis,TAS,Homo sapiens
P18827,R-HSA-2022928,https://reactome.org/PathwayBrowser/#/R-HSA-2022928,HS-GAG biosynthesis,TAS,Homo sapiens
P18827,R-HSA-2022928,https://reactome.org/PathwayBrowser/#/R-HSA-2022928,HS-GAG biosynthesis,IEA,Homo sapiens
P18827,R-HSA-2024096,https://reactome.org/PathwayBrowser/#/R-HSA-2024096,HS-GAG degradation,TAS,Homo sapiens
P18827,R-HSA-202733,https://reactome.org/PathwayBrowser/#/R-HSA-202733,Cell surface interactions at the vascular wall,TAS,Homo sapiens
P18827,R-HSA-3000170,https://reactome.org/PathwayBrowser/#/R-HSA-3000170,Syndecan interactions,IEA,Homo sapiens
P18827,R-HSA-3000170,https://reactome.org/PathwayBrowser/#/R-HSA-3000170,Syndecan interactions,TAS,Homo sapiens
P18827,R-HSA-3560783,https://reactome.org/PathwayBrowser/#/R-HSA-3560783,"Defective B4GALT7 causes EDS, progeroid type",TAS,Homo sapiens
P18827,R-HSA-3560801,https://reactome.org/PathwayBrowser/#/R-HSA-3560801,Defective B3GAT3 causes JDSSDHD,TAS,Homo sapiens
P18827,R-HSA-3656237,https://reactome.org/PathwayBrowser/#/R-HSA-3656237,Defective EXT2 causes exostoses 2,TAS,Homo sapiens
P18827,R-HSA-3656253,https://reactome.org/PathwayBrowser/#/R-HSA-3656253,"Defective EXT1 causes exostoses 1, TRPS2 and CHDS",TAS,Homo sapiens
P18827,R-HSA-4420332,https://reactome.org/PathwayBrowser/#/R-HSA-4420332,Defective B3GALT6 causes EDSP2 and SEMDJL1,TAS,Homo sapiens
P18827,R-HSA-449836,https://reactome.org/PathwayBrowser/#/R-HSA-449836,Other interleukin signaling,TAS,Homo sapiens
P18827,R-HSA-9694614,https://reactome.org/PathwayBrowser/#/R-HSA-9694614,Attachment and Entry,TAS,Homo sapiens
P18827,R-HSA-9694614,https://reactome.org/PathwayBrowser/#/R-HSA-9694614,Attachment and Entry,IEA,Homo sapiens
P18827,R-HSA-975634,https://reactome.org/PathwayBrowser/#/R-HSA-975634,Retinoid metabolism and transport,TAS,Homo sapiens
P19105,R-HSA-3928664,https://reactome.org/PathwayBrowser/#/R-HSA-3928664,Ephrin signaling,TAS,Homo sapiens
P19105,R-HSA-445355,https://reactome.org/PathwayBrowser/#/R-HSA-445355,Smooth Muscle Contraction,TAS,Homo sapiens
P19237,R-HSA-390522,https://reactome.org/PathwayBrowser/#/R-HSA-390522,Striated Muscle Contraction,TAS,Homo sapiens
P19320,R-HSA-198933,https://reactome.org/PathwayBrowser/#/R-HSA-198933,Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell,TAS,Homo sapiens
P19320,R-HSA-216083,https://reactome.org/PathwayBrowser/#/R-HSA-216083,Integrin cell surface interactions,TAS,Homo sapiens
P19320,R-HSA-6785807,https://reactome.org/PathwayBrowser/#/R-HSA-6785807,Interleukin-4 and Interleukin-13 signaling,TAS,Homo sapiens
P19320,R-HSA-877300,https://reactome.org/PathwayBrowser/#/R-HSA-877300,Interferon gamma signaling,TAS,Homo sapiens
P19338,R-HSA-6791226,https://reactome.org/PathwayBrowser/#/R-HSA-6791226,Major pathway of rRNA processing in the nucleolus and cytosol,TAS,Homo sapiens
P19652,R-HSA-114608,https://reactome.org/PathwayBrowser/#/R-HSA-114608,Platelet degranulation ,TAS,Homo sapiens
P19652,R-HSA-6798695,https://reactome.org/PathwayBrowser/#/R-HSA-6798695,Neutrophil degranulation,TAS,Homo sapiens
P19823,R-HSA-381426,https://reactome.org/PathwayBrowser/#/R-HSA-381426,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),TAS,Homo sapiens
P19823,R-HSA-8957275,https://reactome.org/PathwayBrowser/#/R-HSA-8957275,Post-translational protein phosphorylation,TAS,Homo sapiens
P19957,R-HSA-6803157,https://reactome.org/PathwayBrowser/#/R-HSA-6803157,Antimicrobial peptides,TAS,Homo sapiens
P19957,R-HSA-6809371,https://reactome.org/PathwayBrowser/#/R-HSA-6809371,Formation of the cornified envelope,TAS,Homo sapiens
P19971,R-HSA-73614,https://reactome.org/PathwayBrowser/#/R-HSA-73614,Pyrimidine salvage,TAS,Homo sapiens
P19971,R-HSA-73621,https://reactome.org/PathwayBrowser/#/R-HSA-73621,Pyrimidine catabolism,TAS,Homo sapiens
P20160,R-HSA-6798695,https://reactome.org/PathwayBrowser/#/R-HSA-6798695,Neutrophil degranulation,TAS,Homo sapiens
P20340,R-HSA-1912420,https://reactome.org/PathwayBrowser/#/R-HSA-1912420,Pre-NOTCH Processing in Golgi,IEA,Homo sapiens
P20340,R-HSA-6798695,https://reactome.org/PathwayBrowser/#/R-HSA-6798695,Neutrophil degranulation,TAS,Homo sapiens
P20340,R-HSA-6811436,https://reactome.org/PathwayBrowser/#/R-HSA-6811436,COPI-independent Golgi-to-ER retrograde traffic,TAS,Homo sapiens
P20340,R-HSA-6811440,https://reactome.org/PathwayBrowser/#/R-HSA-6811440,Retrograde transport at the Trans-Golgi-Network,TAS,Homo sapiens
P20340,R-HSA-8854214,https://reactome.org/PathwayBrowser/#/R-HSA-8854214,TBC/RABGAPs,TAS,Homo sapiens
P20340,R-HSA-8873719,https://reactome.org/PathwayBrowser/#/R-HSA-8873719,RAB geranylgeranylation,TAS,Homo sapiens
P20340,R-HSA-8876198,https://reactome.org/PathwayBrowser/#/R-HSA-8876198,RAB GEFs exchange GTP for GDP on RABs,TAS,Homo sapiens
P20618,R-HSA-1169091,https://reactome.org/PathwayBrowser/#/R-HSA-1169091,Activation of NF-kappaB in B cells,TAS,Homo sapiens
P20618,R-HSA-1234176,https://reactome.org/PathwayBrowser/#/R-HSA-1234176,Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha,TAS,Homo sapiens
P20618,R-HSA-1236974,https://reactome.org/PathwayBrowser/#/R-HSA-1236974,ER-Phagosome pathway,IEA,Homo sapiens
P20618,R-HSA-1236978,https://reactome.org/PathwayBrowser/#/R-HSA-1236978,Cross-presentation of soluble exogenous antigens (endosomes),TAS,Homo sapiens
P20618,R-HSA-174084,https://reactome.org/PathwayBrowser/#/R-HSA-174084,Autodegradation of Cdh1 by Cdh1:APC/C,TAS,Homo sapiens
P20618,R-HSA-174113,https://reactome.org/PathwayBrowser/#/R-HSA-174113,SCF-beta-TrCP mediated degradation of Emi1,TAS,Homo sapiens
P20618,R-HSA-174154,https://reactome.org/PathwayBrowser/#/R-HSA-174154,APC/C:Cdc20 mediated degradation of Securin,TAS,Homo sapiens
P20618,R-HSA-174178,https://reactome.org/PathwayBrowser/#/R-HSA-174178,APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1,TAS,Homo sapiens
P20618,R-HSA-174184,https://reactome.org/PathwayBrowser/#/R-HSA-174184,Cdc20:Phospho-APC/C mediated degradation of Cyclin A,TAS,Homo sapiens
P20618,R-HSA-180534,https://reactome.org/PathwayBrowser/#/R-HSA-180534,Vpu mediated degradation of CD4,TAS,Homo sapiens
P20618,R-HSA-180585,https://reactome.org/PathwayBrowser/#/R-HSA-180585,Vif-mediated degradation of APOBEC3G,TAS,Homo sapiens
P20618,R-HSA-187577,https://reactome.org/PathwayBrowser/#/R-HSA-187577,SCF(Skp2)-mediated degradation of p27/p21,TAS,Homo sapiens
P20618,R-HSA-195253,https://reactome.org/PathwayBrowser/#/R-HSA-195253,Degradation of beta-catenin by the destruction complex,TAS,Homo sapiens
P20618,R-HSA-202424,https://reactome.org/PathwayBrowser/#/R-HSA-202424,Downstream TCR signaling,TAS,Homo sapiens
P20618,R-HSA-211733,https://reactome.org/PathwayBrowser/#/R-HSA-211733,Regulation of activated PAK-2p34 by proteasome mediated degradation,IEA,Homo sapiens
P20618,R-HSA-2467813,https://reactome.org/PathwayBrowser/#/R-HSA-2467813,Separation of Sister Chromatids,TAS,Homo sapiens
P20618,R-HSA-2871837,https://reactome.org/PathwayBrowser/#/R-HSA-2871837,FCERI mediated NF-kB activation,TAS,Homo sapiens
P20618,R-HSA-349425,https://reactome.org/PathwayBrowser/#/R-HSA-349425,Autodegradation of the E3 ubiquitin ligase COP1,TAS,Homo sapiens
P20618,R-HSA-350562,https://reactome.org/PathwayBrowser/#/R-HSA-350562,Regulation of ornithine decarboxylase (ODC),TAS,Homo sapiens
P20618,R-HSA-382556,https://reactome.org/PathwayBrowser/#/R-HSA-382556,ABC-family proteins mediated transport,TAS,Homo sapiens
P20618,R-HSA-450408,https://reactome.org/PathwayBrowser/#/R-HSA-450408,AUF1 (hnRNP D0) binds and destabilizes mRNA,TAS,Homo sapiens
P20618,R-HSA-4608870,https://reactome.org/PathwayBrowser/#/R-HSA-4608870,Asymmetric localization of PCP proteins,TAS,Homo sapiens
P20618,R-HSA-4641257,https://reactome.org/PathwayBrowser/#/R-HSA-4641257,Degradation of AXIN,TAS,Homo sapiens
P20618,R-HSA-4641258,https://reactome.org/PathwayBrowser/#/R-HSA-4641258,Degradation of DVL,TAS,Homo sapiens
P20618,R-HSA-5358346,https://reactome.org/PathwayBrowser/#/R-HSA-5358346,Hedgehog ligand biogenesis,TAS,Homo sapiens
P20618,R-HSA-5362768,https://reactome.org/PathwayBrowser/#/R-HSA-5362768,Hh mutants are degraded by ERAD,TAS,Homo sapiens
P20618,R-HSA-5607761,https://reactome.org/PathwayBrowser/#/R-HSA-5607761,Dectin-1 mediated noncanonical NF-kB signaling,TAS,Homo sapiens
P20618,R-HSA-5607764,https://reactome.org/PathwayBrowser/#/R-HSA-5607764,CLEC7A (Dectin-1) signaling,TAS,Homo sapiens
P20618,R-HSA-5610780,https://reactome.org/PathwayBrowser/#/R-HSA-5610780,Degradation of GLI1 by the proteasome,TAS,Homo sapiens
P20618,R-HSA-5610783,https://reactome.org/PathwayBrowser/#/R-HSA-5610783,Degradation of GLI2 by the proteasome,IEA,Homo sapiens
P20618,R-HSA-5610785,https://reactome.org/PathwayBrowser/#/R-HSA-5610785,GLI3 is processed to GLI3R by the proteasome,TAS,Homo sapiens
P20618,R-HSA-5632684,https://reactome.org/PathwayBrowser/#/R-HSA-5632684,Hedgehog 'on' state,TAS,Homo sapiens
P20618,R-HSA-5658442,https://reactome.org/PathwayBrowser/#/R-HSA-5658442,Regulation of RAS by GAPs,TAS,Homo sapiens
P20618,R-HSA-5668541,https://reactome.org/PathwayBrowser/#/R-HSA-5668541,TNFR2 non-canonical NF-kB pathway,TAS,Homo sapiens
P20618,R-HSA-5676590,https://reactome.org/PathwayBrowser/#/R-HSA-5676590,NIK-->noncanonical NF-kB signaling,TAS,Homo sapiens
P20618,R-HSA-5678895,https://reactome.org/PathwayBrowser/#/R-HSA-5678895,Defective CFTR causes cystic fibrosis,TAS,Homo sapiens
P20618,R-HSA-5687128,https://reactome.org/PathwayBrowser/#/R-HSA-5687128,MAPK6/MAPK4 signaling,TAS,Homo sapiens
P20618,R-HSA-5689603,https://reactome.org/PathwayBrowser/#/R-HSA-5689603,UCH proteinases,TAS,Homo sapiens
P20618,R-HSA-5689880,https://reactome.org/PathwayBrowser/#/R-HSA-5689880,Ub-specific processing proteases,TAS,Homo sapiens
P20618,R-HSA-6798695,https://reactome.org/PathwayBrowser/#/R-HSA-6798695,Neutrophil degranulation,TAS,Homo sapiens
P20618,R-HSA-68867,https://reactome.org/PathwayBrowser/#/R-HSA-68867,Assembly of the pre-replicative complex,TAS,Homo sapiens
P20618,R-HSA-68949,https://reactome.org/PathwayBrowser/#/R-HSA-68949,Orc1 removal from chromatin,TAS,Homo sapiens
P20618,R-HSA-69017,https://reactome.org/PathwayBrowser/#/R-HSA-69017,CDK-mediated phosphorylation and removal of Cdc6,TAS,Homo sapiens
P20618,R-HSA-69481,https://reactome.org/PathwayBrowser/#/R-HSA-69481,G2/M Checkpoints,TAS,Homo sapiens
P20618,R-HSA-69601,https://reactome.org/PathwayBrowser/#/R-HSA-69601,Ubiquitin Mediated Degradation of Phosphorylated Cdc25A,TAS,Homo sapiens
P20618,R-HSA-75815,https://reactome.org/PathwayBrowser/#/R-HSA-75815,Ubiquitin-dependent degradation of Cyclin D,TAS,Homo sapiens
P20618,R-HSA-8852276,https://reactome.org/PathwayBrowser/#/R-HSA-8852276,The role of GTSE1 in G2/M progression after G2 checkpoint,TAS,Homo sapiens
P20618,R-HSA-8854050,https://reactome.org/PathwayBrowser/#/R-HSA-8854050,FBXL7 down-regulates AURKA during mitotic entry and in early mitosis,TAS,Homo sapiens
P20618,R-HSA-8939236,https://reactome.org/PathwayBrowser/#/R-HSA-8939236,RUNX1 regulates transcription of genes involved in differentiation of HSCs,TAS,Homo sapiens
P20618,R-HSA-8939902,https://reactome.org/PathwayBrowser/#/R-HSA-8939902,Regulation of RUNX2 expression and activity,IEA,Homo sapiens
P20618,R-HSA-8939902,https://reactome.org/PathwayBrowser/#/R-HSA-8939902,Regulation of RUNX2 expression and activity,TAS,Homo sapiens
P20618,R-HSA-8941858,https://reactome.org/PathwayBrowser/#/R-HSA-8941858,Regulation of RUNX3 expression and activity,TAS,Homo sapiens
P20618,R-HSA-8948751,https://reactome.org/PathwayBrowser/#/R-HSA-8948751,Regulation of PTEN stability and activity,TAS,Homo sapiens
P20618,R-HSA-8951664,https://reactome.org/PathwayBrowser/#/R-HSA-8951664,Neddylation,TAS,Homo sapiens
